Familia	Especie	Categoría	Criterios	Fecha_evaluación	Fecha_publicación	Iniciativa	Estado
Rubiaceae	Palicourea chaquirana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Rubiaceae	Palicourea chignul	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea chimboracensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea cogolloi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea cotejensis	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea crassifolia	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea cuatrecasasii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea denslowiae	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea deviae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea diguana	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea dives	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea egensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea flavescens	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea flaviflora	LC		2022	2023	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea frontinoensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea garcioides	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea glandulifera	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea grandistipula	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea harlingii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea hedyosmoides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Rubiaceae	Palicourea jervisei	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea kanehirae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea killipii	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea latifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea lehmannii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea lineariflora	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea lineata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea lugoana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea lutulenta	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea myrtifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea nubigena	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea obovata	LC		2022	2023	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea ochnoides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea pebasensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea pennellii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Rubiaceae	Palicourea quadrilateralis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea remyana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea rigidifolia	LC		2022	2023	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea simpsonii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Palicourea soejartoi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea sopkinii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea sulphurea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea thermydri	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea toroi	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea trianae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea tumidonodosa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Palicourea tunjaensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea vallis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea zarucchii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Palicourea zevallosii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Parachimarrhis breviloba	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Pentagonia grandiflora	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Pentagonia involucrata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Pentagonia magnifica	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Pentagonia subauriculata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Pentagonia tapacula	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Perama schultesii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Pimentelia glomerata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Posoqueria platysiphonia	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Posoqueria tarairensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Posoqueria velutina	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria alibertioides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Psychotria altiplanensis	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria areolata	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria boqueronensis	en proceso	en proceso	2024	en proceso	Germán Torres	en proceso
Rubiaceae	Psychotria chimboracensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Psychotria chocoana	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria cornejoi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Psychotria gallerana	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria nautensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Psychotria ovatistipula	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Psychotria sastrei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Psychotria uncumariana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Randia tessmannii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Retiniphyllum francoanum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Rubiaceae	Rudgea grandifructa	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Rudgea magna	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Rudgea pittieri	LC		2022	2023	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Rudgea sanmartensis	NT		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Rudgea trianae	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Rudgea vallis	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Rustia rubra	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Simira cesariana	VU	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Simira goudotii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Simira hirsuta	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rubiaceae	Simira mollis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Simira panamensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Simira tinctoria	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Sommera purdiei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Stilpnophyllum oellgaardii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Tocoyena megistantha	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rubiaceae	Warszewiczia peltata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Amyris crebrinervis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Amyris macrocarpa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Amyris pacis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Conchocarpus kallunkiae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Erythrochiton hypophyllanthus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Esenbeckia alata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Hortia coccinea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Lubaria heterophylla	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Raputia hirsuta	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Zanthoxylum formiciferum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Zanthoxylum gentryi	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rutaceae	Zanthoxylum grandifolium	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Rutaceae	Zanthoxylum lenticulare	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Rutaceae	Zanthoxylum pucro	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma andina	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma antioquiensis	EN	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma caldasii	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma caucana	CR	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma cundinamarcensis	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma echeverryana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma glossophylla	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma lindae	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma loretoyacuensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma martana	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Sabiaceae	Meliosma novogranatensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma schlimii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma vasquezii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Meliosma violacea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Sabiaceae	Ophiocaryon klugii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Salicaceae	Banara ibaguensis	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
